CICLO_ACADEMICO,FECHA_MATRICULA,PERIODO_ACADEMICO_ANTERIOR,CREDITOS_ACUMULADOS_APROBADOS_AL_PERIODO_ANTERIOR,CREDITOS_MATRICULADOS_DEL_PERIODO_ANTERIOR,CREDITOS_APROBADOS_DEL_PERIODO_ANTERIOR,PROMEDIO_PONDERADO_DEL_PERIODO_ANTERIOR,GENERO,DISCAPACIDAD,Edad,Programa_AGRONOMIA,Programa_ARQUITECTURA Y URBANISMO,Programa_BIOLOGIA,Programa_CIENCIAS ADMINISTRATIVAS,Programa_CIENCIAS CONTABLES Y FINANCIERAS,Programa_CIENCIAS DE LA COMUNICACION,Programa_DERECHO Y CIENCIAS POLITICAS,Programa_ECONOMIA,Programa_EDUCACION INICIAL,Programa_EDUCACION PRIMARIA,Programa_ELECTRONICA Y TELECOMUNICACIONES,Programa_ENFERMERIA,Programa_ESPECIALIDAD EN ADMINISTRACIàN,Programa_ESTADISTICA,Programa_ESTOMATOLOGIA,Programa_FISICA,Programa_HISTORIA Y GEOGRAFIA,Programa_INGENIERIA AGRICOLA,Programa_INGENIERIA AGROINDUSTRIAL E INDUSTRIAS ALIMENTARIAS,Programa_INGENIERIA AMBIENTAL Y SEGURIDAD INDUSTRIAL,Programa_INGENIERIA CIVIL,Programa_INGENIERIA DE MINAS,Programa_INGENIERIA DE PETROLEO,Programa_INGENIERIA GEOLOGICA,Programa_INGENIERIA INDUSTRIAL,Programa_INGENIERIA INFORMATICA,Programa_INGENIERIA MECATRONICA,Programa_INGENIERIA PESQUERA,Programa_INGENIERIA QUIMICA,Programa_LENGUA Y LITERATURA,Programa_MATEMATICA,Programa_MEDICINA HUMANA,Programa_MEDICINA VETERINARIA,Programa_OBSTETRICIA,Programa_PSICOLOGIA,Programa_ZOOTECNIA,Facultad_AGRONOMIA,Facultad_ARQUITECTURA Y URBANISMO,Facultad_CIENCIAS,Facultad_CIENCIAS ADMINISTRATIVAS,Facultad_CIENCIAS CONTABLES Y FINANCIERAS,Facultad_CIENCIAS DE LA SALUD,Facultad_CIENCIAS SOCIALES Y EDUCACION,Facultad_DERECHO Y CIENCIAS POLITICAS,Facultad_ECONOMIA,Facultad_INGENIERIA CIVIL,Facultad_INGENIERIA DE MINAS,Facultad_INGENIERIA INDUSTRIAL,Facultad_INGENIERIA PESQUERA ,Facultad_PROGRAMA DE COMPLEMENTACIàN ACADMICO PROFESIONAL EN ADMINISTRACIàN- CONVENIO IPAE,Facultad_ZOOTECNIA 
4.0,2025-03-25,20242.0,88.0,22.0,22.0,14.17,False,False,20.355920602327174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4.0,2025-03-28,20250.0,76.0,23.0,11.0,9.33,False,False,23.16769336071184,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4.0,2025-03-25,20242.0,82.0,23.0,23.0,13.32,False,False,19.249828884325805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2.0,2025-03-24,20250.0,40.0,25.0,25.0,13.93,False,False,19.156741957563312,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
9.0,2025-03-28,20242.0,182.0,16.0,16.0,13.4,False,False,26.95687885010267,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8.0,2025-03-28,20242.0,167.0,18.0,14.0,12.9,True,False,24.56125941136208,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5.0,2025-03-26,20250.0,86.0,18.0,18.0,14.0,True,False,20.366872005475702,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
10.0,2025-04-02,20242.0,202.0,19.0,15.0,11.78,False,False,22.16016427104723,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5.0,2025-04-03,20131.0,99.0,10.0,10.0,12.2,False,False,37.5605749486653,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
9.0,2025-03-28,20250.0,190.0,23.0,19.0,13.5,False,False,25.245722108145106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6.0,2025-03-26,20242.0,112.0,25.0,25.0,15.29,True,False,20.804928131416837,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,2025-03-26,20242.0,66.0,19.0,19.0,14.3,False,False,21.429158110882955,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,2025-03-25,20242.0,68.0,18.0,18.0,15.76,True,False,19.600273785078713,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6.0,2025-03-26,20250.0,135.0,29.0,29.0,13.62,True,False,20.629705681040384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.0,2025-03-24,20250.0,36.0,18.0,16.0,13.8,False,False,18.080766598220396,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.0,2025-03-24,20242.0,48.0,24.0,24.0,15.04,False,False,18.598220396988363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7.0,2025-03-27,20242.0,150.0,15.0,15.0,12.17,True,False,22.480492813141684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2.0,2025-03-24,20242.0,37.0,16.0,16.0,12.36,True,False,18.60369609856263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9.0,2025-03-28,20242.0,200.0,14.0,14.0,13.79,True,False,23.471594798083505,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4.0,2025-03-25,20242.0,82.0,21.0,21.0,12.36,False,False,35.227926078028744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2.0,2025-03-24,20242.0,42.0,20.0,20.0,13.59,False,False,18.05612594113621,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2.0,2025-03-24,20242.0,42.0,21.0,21.0,15.1,True,False,18.428473648186174,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6.0,2025-03-26,20250.0,126.0,26.0,22.0,13.25,True,False,21.675564681724847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5.0,2025-03-26,20250.0,112.0,20.0,16.0,11.43,True,False,20.878850102669404,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6.0,2025-03-26,20242.0,150.0,26.0,26.0,13.76,False,False,20.550308008213552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4.0,2025-03-26,20242.0,98.0,25.0,25.0,13.41,True,False,19.028062970568104,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2.0,2025-03-24,20242.0,48.0,24.0,24.0,12.21,True,False,19.86858316221766,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6.0,2025-03-26,20242.0,107.0,22.0,19.0,12.91,True,False,19.73990417522245,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
10.0,2025-04-04,20242.0,191.0,13.0,13.0,14.25,True,False,28.72826830937714,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8.0,2025-03-28,20250.0,149.0,13.0,9.0,12.5,True,False,26.4476386036961,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,2025-03-25,20242.0,82.0,22.0,14.0,13.54,True,False,18.8911704312115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.0,2025-03-24,20250.0,45.0,28.0,21.0,13.25,False,False,18.740588637919235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.0,2025-03-24,20242.0,29.0,17.0,9.0,12.75,False,False,22.239561943874058,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6.0,2025-03-28,20242.0,126.0,3.0,3.0,12.0,False,False,24.227241615331966,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8.0,2025-03-31,20242.0,174.0,6.0,6.0,13.61,True,False,23.252566735112936,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7.0,2025-03-28,20242.0,139.0,8.0,8.0,15.18,False,False,41.883641341546884,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4.0,2025-03-26,20250.0,78.0,29.0,25.0,13.36,False,False,20.01095140314853,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4.0,2025-03-26,20242.0,88.0,18.0,18.0,11.0,False,False,21.68104038329911,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6.0,2025-03-26,20250.0,113.0,28.0,28.0,11.2,False,False,21.193702943189596,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4.0,2025-03-25,20250.0,91.0,23.0,23.0,13.58,False,False,19.17864476386037,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,2025-03-24,20250.0,27.0,19.0,19.0,10.5,True,False,18.324435318275153,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7.0,2025-03-28,20250.0,137.0,13.0,13.0,9.43,True,False,25.56605065023956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3.0,2025-03-25,20242.0,57.0,11.0,11.0,13.13,False,False,20.468172484599588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4.0,2025-03-27,20242.0,94.0,24.0,24.0,15.13,False,False,20.28473648186174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7.0,2025-04-04,20162.0,144.0,10.0,10.0,13.4,True,False,30.562628336755647,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6.0,2025-03-26,20242.0,101.0,20.0,20.0,14.89,True,False,19.890485968514717,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6.0,2025-03-26,20242.0,111.0,24.0,24.0,13.55,False,False,21.694729637234772,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7.0,2025-03-26,20250.0,151.0,29.0,29.0,15.09,True,False,25.218343600273784,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,2025-03-25,20242.0,25.0,6.0,6.0,12.83,False,False,20.93634496919918,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4.0,2025-03-25,20242.0,78.0,15.0,15.0,14.76,False,False,19.145790554414784,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4.0,2025-03-25,20242.0,88.0,24.0,24.0,13.66,True,False,20.10403832991102,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4.0,2025-04-01,20142.0,87.0,3.0,3.0,12.0,True,False,36.96646132785763,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5.0,2025-03-25,20242.0,78.0,26.0,26.0,15.21,False,False,24.410677618069816,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2.0,2025-03-24,20242.0,33.0,15.0,15.0,15.33,True,False,19.802874743326488,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2.0,2025-03-25,20242.0,33.0,15.0,15.0,15.89,True,False,18.496919917864478,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2.0,2025-03-24,20250.0,33.0,19.0,19.0,15.36,True,False,19.50718685831622,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6.0,2025-03-27,20242.0,133.0,18.0,18.0,14.13,False,False,22.5927446954141,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3.0,2025-03-26,20250.0,70.0,4.0,4.0,9.0,False,False,19.567419575633128,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4.0,2025-03-25,20250.0,83.0,29.0,21.0,11.58,True,False,20.087611225188226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.0,2025-03-26,20242.0,18.0,13.0,10.0,12.33,True,False,19.45516769336071,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2.0,2025-03-25,20250.0,33.0,23.0,23.0,12.59,False,False,18.921286789869953,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2.0,2025-03-24,20250.0,34.0,23.0,20.0,11.65,True,False,18.1492128678987,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5.0,2025-03-25,20242.0,71.0,21.0,21.0,16.06,True,False,18.8145106091718,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,2025-03-25,20242.0,65.0,18.0,18.0,12.56,False,False,20.906228610540726,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2.0,2025-03-24,20242.0,38.0,21.0,17.0,15.19,False,False,18.732375085557837,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
10.0,2025-03-28,20250.0,219.0,29.0,29.0,12.45,True,False,28.358658453114305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
8.0,2025-03-27,20242.0,175.0,24.0,24.0,11.86,False,False,24.175222450376456,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5.0,2025-03-26,20250.0,105.0,26.0,19.0,13.85,True,False,19.991786447638603,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6.0,2025-03-26,20250.0,121.0,22.0,22.0,10.78,False,False,21.06776180698152,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4.0,2025-03-25,20242.0,86.0,22.0,22.0,13.78,True,False,20.016427104722794,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4.0,2025-03-25,20250.0,75.0,34.0,29.0,12.63,True,False,18.967830253251197,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2.0,2025-03-24,20242.0,21.0,12.0,12.0,15.56,True,False,17.78507871321013,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8.0,2025-03-27,20242.0,203.0,29.0,29.0,15.07,True,False,22.529774127310063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4.0,2025-04-04,20242.0,99.0,6.0,6.0,12.8,True,False,19.98904859685147,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1.0,2025-03-25,20250.0,24.0,13.0,10.0,13.57,True,False,21.07049965776865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4.0,2025-03-25,20250.0,94.0,26.0,26.0,14.17,True,False,18.90485968514716,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10.0,2025-04-04,20250.0,210.0,22.0,22.0,15.2,True,False,24.164271047227928,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6.0,2025-03-26,20250.0,124.0,22.0,19.0,12.0,True,False,21.67008898015058,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4.0,2025-03-25,20250.0,86.0,26.0,26.0,12.75,False,True,20.1533196440794,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2.0,2025-03-24,20250.0,37.0,25.0,25.0,12.65,False,True,18.521560574948666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6.0,2025-03-26,20242.0,111.0,20.0,20.0,13.95,True,False,20.62422997946612,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4.0,2025-03-25,20250.0,69.0,29.0,29.0,14.55,True,False,22.069815195071868,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2.0,2025-03-24,20242.0,33.0,16.0,16.0,13.26,False,False,18.455852156057496,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2.0,2025-03-24,20242.0,31.0,17.0,15.0,12.1,False,False,18.989733059548254,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
8.0,2025-03-28,20250.0,165.0,14.0,14.0,11.8,False,False,24.465434633812457,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5.0,2025-03-26,20242.0,95.0,12.0,12.0,13.43,False,False,21.905544147843944,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2.0,2025-03-24,20242.0,22.0,14.0,3.0,12.89,True,False,17.965776865160848,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
